Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA,ERA,xERA,FIP,xFIP,fWAR,NameASCII,PlayerId,MLBAMID,K/BB,K%,BB%,K-BB%,AVG,WHIP,ERA-,FIP-,xFIP-,E-F,SIERA,QS,CG,ShO,HLD,BS,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,Year,bWAR,EV,Barrel%,HardHit%,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%
John Franco,NYM,5,3,33,55,0,67.2,7.448276981790023,2.7931038681712588,0.5320197844135731,0.3009708737864077,0.7985258,,,,2.527093975964472,,2.8526339989869793,,1.2610961198806765,John Franco,874,114374,2.66666667,0.19512195,0.07317073,0.12195122,0.2481203007518796,1.2857144789994683,68.98344329931436,76.6189738694902,,-0.3255400230225072,,0,0,0,,,287,66,22,19,4,21,2,0,7,2,56,1.6459120512008667,-8.510002136230469,10.15591812133789,6.045000076293945,0.6676589250564575,2.0422303676605225,1.786476969718933,1.8139963150024416,1.4909143447875977,7,0.5584222078323364,0.2475162784738591,26,11,1990,1.54,,,,,,,,,,
Kenny Rogers,TEX,10,6,15,69,3,97.2,6.819112672376878,3.87030719243012,0.5529010274900171,0.2852459016393442,0.7523511,,,,3.1331058224434303,,3.4123945840249412,,1.25905242562294,Kenny Rogers,1277,121386,1.76190476,0.1728972,0.09813084,0.07476636,0.2415584415584415,1.3822525687250429,80.04842456219772,87.15502944733561,,-0.2792887615815109,,2,0,0,,,428,93,40,34,6,42,5,1,5,0,74,2.721225917339325,-10.69767963886261,13.418906211853027,6.9419004917144775,0.7007954716682434,1.6964708554583627,1.7823983192443849,1.8920057804688164,2.0103825227074,23,0.4486998468637466,1.1553512387082998,27,12,1990,1.42,,,,,,,,,,
Lee Guetterman,NYY,11,7,2,64,0,93.0,4.645161290322581,2.5161290322580645,0.5806451612903226,0.25,0.70696721,,,,3.3870967741935485,,3.4534603072750953,,1.1979146003723145,Lee Guetterman,1005122,115226,1.84615385,0.12765957,0.06914894,0.05851064,0.2285714285714285,1.1397849462365592,85.80549179662148,86.7223048760012,,-0.0663635330815468,,0,0,0,,,376,80,37,35,6,26,7,0,1,1,48,2.327169895172119,-8.866782188415527,11.193951606750488,11.217999458312988,1.2975541353225708,1.6044261455535889,1.6333208084106443,1.8970249891281128,1.5377720594406128,43,1.0804355144500732,0.3700331790585056,25,14,1990,1.36,,,,,,,,,,
Jeff Gray,BOS,2,4,9,41,0,50.2,8.881580730554827,2.6644742191664483,0.5328948438332897,0.3378378378378378,0.64814815,,,,4.440790365277413,,2.55172001806982,,1.1572883129119873,Jeff Gray,1004971,115066,3.33333333,0.23041475,0.06912442,0.16129032,0.263681592039801,1.342105532617174,108.0398519733938,64.38948125713155,,1.8890703472075936,,0,0,0,,,217,53,27,25,3,15,3,1,2,0,50,0.219975933432579,-4.844759941101074,5.0647358894348145,-0.6739997863769531,-0.0001910451101139,1.3197323083877563,1.4195375442504885,1.3859902620315552,1.8401691913604736,13,0.2508109211921692,-0.0841286841699419,14,6,1990,0.22,,,,,,,,,,
Mike Henneman,DET,8,6,22,69,0,94.1,4.770317892598455,3.1484098091149804,0.3816254314078764,0.2783171521035599,0.74750831,,,,3.0530034512630113,,3.444341402632309,,1.1520153284072876,Mike Henneman,1005656,115769,1.51515152,0.12531328,0.08270677,0.04260652,0.2479338842975206,1.3038868906435777,77.92772192976219,85.65507302807829,,-0.3913379513692976,,0,0,0,,,399,90,36,32,4,33,12,3,3,0,50,2.480396032333374,-9.200637817382812,11.6810302734375,11.88599967956543,1.1116156578063965,1.6508750915527344,1.5352885723114014,1.6085680723190308,1.5790125131607056,16,1.342119812965393,0.1603536600581969,28,12,1990,1.86,,,,,,,,,,
Bob Patterson,PIT,8,5,5,55,5,94.2,6.654931767501674,1.9964795302505025,0.8556340843930723,0.2791519434628975,0.79476861,,,,2.947184068465027,,3.325904821091534,,1.1345588266849518,Bob Patterson,1010055,120297,3.33333333,0.18134715,0.05440415,0.12694301,0.2430939226519337,1.151408829615369,79.88995142260634,88.79746828208575,,-0.3787207526265068,,3,0,0,,,386,88,33,31,9,21,7,3,1,2,70,1.3788219690322876,-6.374392032623291,7.753214120864868,7.8869001269340515,0.7807174175977707,1.0971653088552868,1.1731105744838717,1.3989163420417092,1.3700777507490582,36,0.8355043977499008,0.4212086589825103,15,9,1990,1.44,,,,,,,,,,
Scott Garrelts,SFG,12,11,0,31,31,182.0,3.956044287716733,3.461538751752141,0.7912088575433465,0.2820097244732577,0.71487947,,,,4.153846502102569,,4.2753321069808035,,1.1220057010650637,Scott Garrelts,1004546,114628,1.14285714,0.10178117,0.08905852,0.01272265,0.2664796633941094,1.4285715483421535,113.18973852819416,114.0944257786392,,-0.1214856048782344,,16,4,2,,,786,190,91,84,16,70,8,3,7,0,80,0.3058578670024872,-15.076142311096191,15.381996154785156,-1.568400263786316,-0.2787870168685913,1.0850014686584473,0.9848489165306092,0.8752515912055969,1.4051333665847778,27,-0.4288295805454254,0.710725850585194,0,0,1990,0.83,,,,,,,,,,
Jerry Don Gleaton,DET,1,3,13,57,0,82.2,6.096776069141533,2.721775030866755,0.5443550061733511,0.2415254237288135,0.75903614,,,,2.939517033336096,,3.2558797998061593,,1.1149150133132937,Jerry Don Gleaton,1004772,114860,2.24,0.17230769,0.07692308,0.09538462,0.2087542087542087,1.052419678601812,75.03098821812657,80.96692681610128,,-0.3163627664700632,,0,0,0,,,325,62,27,27,5,25,2,3,2,1,56,2.014224052429199,-4.193493843078613,6.2077178955078125,18.388999938964844,1.927351951599121,1.0226582288742063,1.0611131191253662,1.352045655250549,1.3560956716537476,23,1.3409477472305298,0.6286487372631784,21,5,1990,2.1,,,,,,,,,,
Ed Nunez,DET,3,1,6,42,0,80.1,7.394193446246512,4.1452296592594085,0.4481329361361522,0.2606837606837607,0.79268293,,,,2.2406646806807613,,3.2688800902035604,,1.1118948459625244,Ed Nunez,1009658,119866,1.78378378,0.19241983,0.10787172,0.08454811,0.2138157894736842,1.269709985719098,57.19282567521978,81.29032034171719,,-1.028215409522799,,0,0,0,,,343,65,26,20,4,37,6,2,4,0,66,0.4899899363517761,-4.6586503982543945,5.148640155792236,15.66800022125244,1.5202175378799438,0.8734717965126038,0.9569465517997742,1.4345238208770752,1.5346370935440063,27,0.9190141558647156,-0.3580459158962419,16,10,1990,2.2,,,,,,,,,,
Tim Crews,LAD,4,5,5,66,2,107.1,6.372671449172065,2.012422562896442,0.7546584610861656,0.2696969696969697,0.75181159,,,,2.767081023982607,,3.180969861933337,,1.0839802771806717,Tim Crews,1002765,112824,3.16666667,0.17272727,0.05454545,0.11818182,0.236144578313253,1.1366460771915088,74.61335285102687,85.83036659979994,,-0.4138888379507297,,0,0,0,,,440,98,40,33,9,24,6,1,2,0,76,1.0570659339427948,-5.7787498235702515,6.835815906524658,13.670600295066832,1.4275856167078018,0.8538348617260916,0.918414288520813,1.1023666244564634,1.1600437263647716,48,1.031907133758068,0.2061143869442563,21,11,1990,1.4,,,,,,,,,,
Jose De Jesus,PHI,7,8,0,22,22,130.0,6.023076923076923,5.053846153846154,0.6923076923076923,0.2338709677419354,0.68987342,,,,3.7384615384615385,,4.200606709260207,,1.0828646421432495,Jose De Jesus,1003151,113213,1.19178082,0.15992647,0.13419118,0.02573529,0.2068230277185501,1.3076923076923077,97.63270475566868,109.35711339384169,,-0.4621451707986681,,12,3,1,,,544,97,63,54,10,73,3,2,4,0,87,0.862770140171051,-9.42287826538086,10.285643577575684,2.849400043487549,0.3526196479797363,1.0768418312072754,0.9426127672195436,0.8767727613449097,1.2206315994262695,19,0.3023704588413238,0.4988336875501448,0,0,1990,0.73,,,,,,,,,,
Steve Wilson,CHC,4,9,1,45,15,139.0,6.151080318356582,2.7841731967298213,1.100719635916441,0.2795454545454545,0.66997519,,,,4.79136782693039,,4.0025438506919215,,1.0596706569194794,Steve Wilson,1014105,124425,2.20930233,0.15912898,0.0720268,0.08710218,0.2536231884057971,1.3165470155079,119.64424352006114,102.8738281096484,,0.7888239762384686,,4,1,0,,,597,140,77,74,17,43,6,2,2,1,95,-0.577303946018219,-10.520204305648804,9.94290018081665,-1.9940004348754885,-0.104305624961853,0.9500708628476152,0.9603540503753806,1.053457736968994,1.247374387887808,39,-0.155693769454956,-0.4519492691789049,11,5,1990,1.23,,,,,,,,,,
Jamie Moyer,TEX,2,6,0,33,10,102.1,5.1009782128306265,3.4299681086274902,0.5276874013273062,0.3205882352941177,0.66176471,,,,4.661238711724538,,3.697550008078161,,1.0266559422016144,Jamie Moyer,1091,119469,1.48717949,0.12975391,0.08724832,0.04250559,0.2846534653465346,1.5048862926741695,119.09103507103588,94.44032955781496,,0.963688703646377,,4,1,0,,,447,115,59,53,6,39,4,4,1,0,58,-0.8894918411970139,-6.722719788551331,5.83322811126709,-7.218499898910523,-0.8004032373428345,0.7745864750877504,0.7298483411150594,0.8291212284203732,0.9128615305973932,26,-0.7830825448036194,-0.3652615972707,2,2,1990,0.03,,,,,,,,,,
Kelly Downs,SFG,3,2,0,13,9,63.0,4.428571964878139,2.8571432031471864,0.2857143203147186,0.2571428571428571,0.69148936,,,,3.4285718437766235,,3.2844895508103793,,1.0238224156200886,Kelly Downs,1003453,113519,1.55,0.11698113,0.0754717,0.04150943,0.2304526748971193,1.2063493524399231,93.42645432992502,87.65960307428168,,0.1440822929662442,,4,0,0,,,265,56,26,24,2,20,4,2,2,1,31,0.2918120063841343,-4.706027856096625,4.9978398606181145,5.178499937057495,0.4901617765426636,1.072973939680284,0.9532254732572116,0.6604615449905396,1.3243333622813225,12,0.541750356554985,-0.2697847518068529,1,0,1990,0.78,,,,,,,,,,
Roy Smith,MIN,5,10,0,32,23,153.1,5.106521590914307,2.758695572103131,1.1739130094055878,0.3307543520309478,0.7,,,,4.81304333856291,,4.288733756591784,,1.0086997747421265,Roy Smith,1012202,122427,1.85106383,0.12965723,0.07004471,0.05961252,0.3060897435897436,1.5521738679918329,117.6685906859098,109.70950776571632,,0.5243095819711261,,9,1,1,,,671,191,91,82,20,47,4,0,10,0,87,-1.9924840331077576,-11.963857769966124,9.971373558044434,-14.798099517822266,-1.5693921446800232,0.8588530917962393,0.7730855665555815,0.8190375007688999,1.0365400234858195,30,-1.9229406714439392,-0.3969951268199967,1,4,1990,0.41,,,,,,,,,,
Ken Hill,STL,5,6,0,17,14,78.2,6.63559353540802,3.775423908076977,0.8008474956526921,0.2950819672131147,0.62015504,,,,5.491525684475603,,3.787112622750249,,0.9988023415207864,Ken Hill,1005827,115941,1.75757576,0.16909621,0.09620991,0.0728863,0.255663430420712,1.4237288811603417,143.29582567394937,99.7887339654443,,1.7044130617253537,,7,1,0,,,343,79,49,48,7,33,1,1,5,0,58,-1.6287879943847656,-7.219885975122452,5.591098222881556,-9.988000392913818,-1.1328714489936829,1.0390675194335706,0.9317437396493068,0.8044588495703304,1.487013371785482,15,-0.5605264455080032,-1.0070213451039782,0,2,1990,-0.65,,,,,,,,,,
Barry Jones,CHW,11,4,1,65,0,74.0,5.472974101499424,4.013514341099578,0.2432432933999744,0.2620087336244541,0.81545064,,,,2.3108112872997566,,3.321812636352461,,0.980210542678833,Barry Jones,1006526,116664,1.36363636,0.14516129,0.10645161,0.03870968,0.2246376811594203,1.2837840484998648,58.84242317410866,86.65974142148734,,-1.0110013490527043,,0,0,0,,,310,62,20,19,2,33,7,1,0,1,45,1.8034141063690183,-9.00857639312744,10.811989784240724,5.01200008392334,0.5511623024940491,2.124258041381836,1.9559184312820437,2.029560089111328,2.160799980163574,56,1.1026341915130615,-0.2536723087109644,38,17,1990,2.25,,,,,,,,,,
Mike Jeffcoat,TEX,5,6,5,44,12,110.2,4.716867740864796,2.277108564555419,0.9759036705237508,0.3005464480874317,0.71005917,,,,4.391566517356879,,3.982997879619993,,0.9708091467618942,Mike Jeffcoat,1006378,116512,2.07142857,0.12446352,0.06008584,0.06437768,0.2798165137614679,1.3554217646163207,112.20111959077076,101.73310126988903,,0.4085686377368862,,4,1,0,,,466,122,56,54,12,28,5,2,1,0,58,-1.0231699794530869,-8.791715860366821,7.768549919128418,-3.5745997428894043,-0.3400129079818725,0.955099654522582,1.0103438928837083,1.1334136670286006,1.5792937204241753,32,0.1592700481414795,-1.2305404382082947,8,5,1990,0.5,,,,,,,,,,
Mike Hartley,LAD,6,3,1,32,6,79.1,8.621848463111414,3.403361235438716,0.7941176216023671,0.2428571428571428,0.72319202,,,,2.9495797373802204,,3.2494754733982743,,0.9363432824611664,Mike Hartley,1005451,115566,2.53333333,0.23384615,0.09230769,0.14153846,0.1979522184300341,1.1092436619207666,79.53436556427084,87.67811355076981,,-0.2998957360180538,,4,1,1,,,325,58,32,26,7,30,2,2,3,0,76,-0.2451280355453491,-4.047781944274902,3.8026539087295537,6.693800449371338,0.7094528079032898,0.6784497903740925,0.7160363508896395,0.7874874956905842,0.9370869449947192,23,1.2088077664375303,-1.570113848366139,5,6,1990,0.99,,,,,,,,,,
Bruce Ruffin,PHI,6,13,0,32,25,149.0,4.7718121416208685,3.744966490892327,0.8456375947176222,0.3141762452107279,0.64137308,,,,5.375838994990598,,4.23782923659421,,0.9182588905096054,Bruce Ruffin,1011294,121545,1.27419355,0.11651917,0.09144543,0.02507375,0.2894308943089431,1.6107382756526138,140.39403535710002,110.32587266001,,1.1380097583963886,,9,2,1,,,678,178,99,89,14,62,7,1,3,2,79,-2.5826819241046906,-12.622285902500153,10.039603978395462,-31.58240032196045,-3.329646944999695,0.9232426378419044,0.8394138520583511,0.7424250021576881,1.1046896422731465,29,-2.107702150940895,-0.6897010649046749,0,1,1990,-1.78,,,,,,,,,,
John Mitchell,BAL,6,6,0,24,17,114.1,3.384839038419202,3.7784249731191095,0.5510203085798702,0.3088235294117647,0.6946039,,,,4.644314029458905,,4.190222965454412,,0.9067775532603264,John Mitchell,1009003,119193,0.89583333,0.08447937,0.09430255,-0.00982318,0.2903930131004367,1.5830900929040712,121.07192275755976,106.91025443027812,,0.4540910640044933,,8,0,0,,,509,133,63,59,7,48,3,3,3,0,43,-0.861044124700129,-8.811552166938782,7.950507938861847,-7.82040011882782,-0.8052531629800797,0.9416700090680804,0.8390404305806974,0.851325012743473,1.1975545395504346,22,-1.1529435962438583,0.2385637005176925,2,2,1990,0.07,,,,,,,,,,
Neal Heaton,PIT,12,9,0,30,24,146.0,4.191780821917808,2.3424657534246576,1.047945205479452,0.2658227848101265,0.73492462,,,,3.452054794520548,,4.212408605993611,,0.8954052478075027,Neal Heaton,1005568,115683,1.78947368,0.11352254,0.06343907,0.05008347,0.2558139534883721,1.2397260273972603,93.57559060980468,112.45740001514136,,-0.7603538114730628,,13,0,0,,,599,143,66,56,17,38,1,2,4,1,68,-0.5546698309481144,-10.18177193403244,9.627102464437485,-0.2450998425483703,-0.0407924093306064,0.9224594355937455,0.8565988119910745,0.8531200051307678,1.0440571478434972,28,-0.2571878833696246,-0.3441066663371583,2,1,1990,0.75,,,,,,,,,,
Rick Honeycutt,OAK,2,2,7,63,0,63.1,5.400001409430621,3.126316605459833,0.2842106004963484,0.2279792746113989,0.69486405,,,,2.7000007047153103,,3.108299095254216,,0.8749739527702332,Rick Honeycutt,1005992,116118,1.72727273,0.1484375,0.0859375,0.0625,0.1974248927038626,1.073684490763983,72.37365308463617,81.58967950470901,,-0.4082983905389055,,0,0,0,,,256,46,23,19,2,22,2,1,1,1,38,2.579226016998291,-3.5519440174102783,6.13116979598999,8.892999649047852,1.0653334856033323,1.3270643949508667,1.490193247795105,1.527838110923767,1.3259880542755127,50,1.023106575012207,0.920450969603994,21,6,1990,0.44,,,,,,,,,,
Dan Plesac,MIL,3,7,24,66,0,69.0,8.47826461936381,4.043480049235048,0.6521742014895239,0.3179487179487179,0.69148936,,,,4.4347845701287625,,3.3445311381772345,,0.8650075197219849,Dan Plesac,1319,120624,2.09677419,0.2173913,0.10367893,0.11371238,0.2528301886792453,1.420290483243852,115.23217719080208,86.04762757679231,,1.090253431951528,,0,0,0,,,299,67,36,34,5,31,6,3,2,0,65,-1.7107820510864258,-11.53748607635498,9.82670783996582,-4.74399995803833,-0.4855291843414306,1.8708878755569456,1.7969324588775637,1.7733091115951538,2.1192266941070557,15,-0.32668337225914,-0.5877391719444467,24,13,1990,-0.02,,,,,,,,,,
Dave Smith,HOU,6,6,23,49,0,60.1,7.458565107854581,2.9834260431418325,0.5966852086283665,0.2484848484848484,0.79124579,,,,2.386740834513466,,3.0071940864953035,,0.8508551120758057,Dave Smith,1012117,122371,2.5,0.20920502,0.08368201,0.12552301,0.2054794520547945,1.0773482933567728,65.26548158528215,83.52663051206429,,-0.6204532519818375,,0,0,0,,,239,45,18,16,4,20,4,0,5,5,50,0.6420539617538452,-7.122444152832031,7.764497756958008,8.897000312805176,0.9946361184120178,1.824546217918396,1.755025863647461,1.8485795259475708,2.298224925994873,8,0.7174915075302124,-0.3655936189218562,23,9,1990,1.74,,,,,,,,,,
Wes Gardner,BOS,3,7,0,34,9,77.1,6.750001109879775,4.0732765318240025,0.6982759768841147,0.2970711297071129,0.67234848,,,,4.887931838188803,,3.752264689406966,,0.8486633598804474,Wes Gardner,1004532,114614,1.65714286,0.17058824,0.10294118,0.06764706,0.2541254125412541,1.4482761002040896,118.91834309115544,94.696105476087,,1.1356671487818368,,3,0,0,,,340,77,43,42,6,35,0,2,2,1,58,-0.7131839245557785,-5.860399961471558,5.147215962409973,-2.185400128364563,-0.1919400580227375,0.8932980258925622,0.8257914899469732,0.7048294158542857,0.7875920104980468,25,-1.2310707289725542,0.4326989606669185,1,4,1990,0.45,,,,,,,,,,
Frank Tanana,DET,9,8,1,34,29,176.1,5.818525593275707,3.3686200803175144,1.275992454665725,0.3005464480874317,0.7,,,,5.308128611409416,,4.634385996518575,,0.8445163369178772,Frank Tanana,1012818,123084,1.72727273,0.14941022,0.08650066,0.06290957,0.2761627906976744,1.4517958595307807,135.4896504379,115.2584668825718,,0.6737426148908412,,14,1,0,,,763,190,104,104,25,66,7,9,5,1,114,-0.0958660170435905,-13.277807503938677,13.18194216489792,-14.402599811553957,-1.343851387500763,0.9871940497622136,0.9808329040991433,1.053241210825303,1.5062068413043843,29,-0.3973248302936554,0.3002152325740562,1,2,1990,0.06,,,,,,,,,,
Jay Howell,LAD,5,5,16,45,0,66.0,8.045454545454545,2.727272727272727,0.6818181818181818,0.2983425414364641,0.87179487,,,,2.1818181818181817,,3.1870868957403937,,0.8402224779129028,Jay Howell,1006098,116226,2.95,0.21771218,0.07380074,0.14391144,0.2408163265306122,1.196969696969697,58.831949063233914,85.99535644989061,,-1.005268713922212,,0,0,0,,,271,59,17,16,5,20,3,6,4,1,59,-1.0632600784301758,-9.951616287231444,8.888352394104004,8.501999855041504,0.8781875371932983,1.9404399394989016,1.8013973236083984,1.849368929862976,2.692539930343628,10,0.9849238395690918,-1.532871785180205,18,12,1990,2.09,,,,,,,,,,
Keith Comstock,SEA,7,4,2,60,0,56.0,8.035717570053198,4.178573136427663,0.6428574056042557,0.2432432432432432,0.72847682,,,,2.892858325219151,,3.344013521622728,,0.8310973048210144,Keith Comstock,1002491,112546,1.92307692,0.21929825,0.11403509,0.10526316,0.198019801980198,1.178571910274469,72.1556549015788,83.78357892513644,,-0.4511551964035769,,0,0,0,,,228,40,22,18,4,26,5,0,2,1,50,0.0467940457165241,-4.060996055603027,4.107789993286133,5.646999835968018,0.63222336769104,1.2082840204238892,1.5571587085723877,1.8973432779312136,2.298161029815674,41,1.01222026348114,-0.973492576177862,19,12,1990,0.87,,,,,,,,,,
Mike Schooler,SEA,1,4,30,48,0,56.0,7.232143842444263,2.57142892175796,0.8035715380493624,0.2592592592592592,0.80701754,,,,2.250000306538215,,3.272584794492147,,0.819919228553772,Mike Schooler,1011605,121856,2.8125,0.19650655,0.069869,0.12663756,0.2216981132075471,1.1250001532691074,56.12104963167145,81.993389011397,,-1.022584487953932,,0,0,0,,,229,47,18,14,5,16,5,1,1,0,45,1.6256378889083862,-5.865193843841553,7.4908342361450195,7.592999935150147,0.773107647895813,1.84417462348938,1.7467427253723145,1.655666708946228,2.359600067138672,3,1.0153610706329346,-0.1338621777393203,25,7,1990,1.27,,,,,,,,,,
Bob Walk,PIT,7,5,1,26,24,129.2,5.066837661194084,2.498714463054617,1.179948496442458,0.2840095465393795,0.76872536,,,,3.748071694581925,,4.312154943790942,,0.8180622011423111,Bob Walk,1013507,123810,2.02777778,0.13296903,0.06557377,0.06739526,0.2671905697445972,1.3264780482882534,101.59978428647952,115.1195336496502,,-0.5640832492090166,,9,1,1,,,549,136,59,54,17,36,2,4,5,3,73,0.3350540250539779,-9.489200100302696,9.824253737926483,1.6383000016212463,0.1449940204620361,0.998088777474931,0.9439202961714372,1.0593615678640511,1.3556583325068157,24,-0.4344664886593818,0.7701621027325434,2,0,1990,0.54,,,,,,,,,,
Rick Mahler,CIN,7,6,4,35,16,134.2,4.544554412534407,2.6064356189535576,1.0693069205963313,0.2694063926940639,0.70963542,,,,4.277227682385325,,4.27859603277247,,0.8175599277019501,Rick Mahler,1007988,118162,1.74358974,0.12056738,0.06914894,0.05141844,0.2567049808429119,1.2846534532164258,108.99949223235863,107.17289831099596,,-0.0013683503871453,,7,2,1,,,564,134,67,64,16,39,4,3,3,2,68,-0.7737860381603241,-8.508111834526062,7.734326004981995,-1.084999680519104,-0.1784524917602539,0.8234274399544556,0.7492602179934095,0.8810114281518119,0.9497999846935272,24,0.1053366065025329,-1.045050296640334,7,3,1990,0.98,,,,,,,,,,
